id,text,latency_s,audio_duration_s,rtf,prompt_tokens,completion_tokens,output_token_rate,audio_ttfp_s,audio_chunk_count,first_audio_payload_bytes,is_success,error
common_voice_en_19961449-common_voice_en_19961453,"Saba is known as ""The Unspoiled Queen"" of the Caribbean.",9.0064,4.3200,2.0847,,,,1.6645,3,40320,True,
common_voice_en_19967495-common_voice_en_19967497,The remaining singles failed to hit the dance chart.,9.0694,3.2800,2.7650,,,,1.2061,3,40320,True,
common_voice_en_19972684-common_voice_en_19972725,The meteorite was sent off into the galaxy to be sealed fore,9.5468,3.9200,2.4353,,,,1.1301,3,40320,True,
common_voice_en_19972684-common_voice_en_19972807,"Many reviewers compared its style to that of the ""Mario Kart",7.9622,4.6800,1.7012,,,,0.9098,3,40320,True,
common_voice_en_19974164-common_voice_en_19974166,A few content management implementations cover all these iss,7.8027,4.7600,1.6392,,,,0.7651,3,40320,True,
common_voice_en_19977527-common_voice_en_19977526,"That same year, a civilian executive version, Disponent, saw",8.9772,5.4800,1.6381,,,,7.7504,3,40320,True,
common_voice_en_19977527-common_voice_en_19977528,Copperopolis was on the main stage road from Sonora to Sacra,9.1455,4.9600,1.8438,,,,7.4457,3,40320,True,
common_voice_en_19979514-common_voice_en_19979516,The town of Norwich is located east of the center of the cou,9.7820,4.1200,2.3742,,,,6.9352,3,40320,True,
common_voice_en_19979514-common_voice_en_19979517,The name is derived from Sotho and means 'protection'.,9.9550,3.8400,2.5924,,,,6.5831,3,40320,True,
common_voice_en_19981298-common_voice_en_19981296,All workers were reported as being employed by governments.,9.8010,3.9600,2.4749,,,,6.1250,3,40320,True,
common_voice_en_19981298-common_voice_en_19981297,She founded the Salt Lake Education Foundation and served as,10.1943,4.9200,2.0719,,,,5.8361,3,40320,True,
common_voice_en_19984445-common_voice_en_19984443,"Through various illegal means, North Texas is awarded an exp",10.0073,6.4000,1.5636,,,,5.1847,3,40320,True,
common_voice_en_19984445-common_voice_en_19984446,Rayford starts to read his wife's Bible.,10.0959,3.2800,3.0779,,,,4.8563,3,40320,True,
common_voice_en_19992384-common_voice_en_19992381,"Several teams were interested in him, including the Pittsbur",9.9110,5.9600,1.6629,,,,4.3279,3,40320,True,
common_voice_en_19992384-common_voice_en_19992617,"He then moved to Belgian side Lierse, but has since retired.",10.1095,4.8000,2.1061,,,,4.0324,3,40320,True,
common_voice_en_20005340-common_voice_en_20005341,Both resolutions failed in votes that split along the Govern,9.8832,5.8400,1.6922,,,,3.5170,3,40320,True,
common_voice_en_20005340-common_voice_en_20005343,"In another version, when players are caught they help the ""i",10.0079,5.6400,1.7744,,,,3.0665,3,40320,True,
common_voice_en_20006910-common_voice_en_20006909,"In New Zealand, the rank of superintendent is above inspecto",9.8399,6.0000,1.6399,,,,2.5451,3,40320,True,
common_voice_en_20006910-common_voice_en_20006912,Selected forms are propagated by stem cuttings in Micronesia,9.5205,4.7200,2.0170,,,,1.7497,3,40320,True,
common_voice_en_20026430-common_voice_en_20026432,It has Technology and Media Arts College specialist school s,9.5931,6.4800,1.4803,,,,1.2731,3,40320,True,
common_voice_en_20027471-common_voice_en_20027469,The story arc is only titled when it is included in a compil,9.7348,5.0400,1.9314,,,,1.1967,3,40320,True,
common_voice_en_20027471-common_voice_en_20027487,"It overlooks Lake Ilopango, and San Salvador.",8.3947,4.7200,1.7785,,,,0.7454,3,40320,True,
common_voice_en_20030172-common_voice_en_20030173,The children of Gowanda had school that day.,8.2266,3.8000,2.1648,,,,0.9131,3,40320,True,
common_voice_en_20030172-common_voice_en_20030174,"Various ecclesiastical areas, too small for a diocese, are t",9.7732,5.8800,1.6620,,,,7.9627,3,40320,True,
common_voice_en_20041534-common_voice_en_20041536,"Copper wire provides an easily manufactured, general purpose",17.9467,7.6400,2.3490,,,,7.4378,4,40320,True,
common_voice_en_20042516-common_voice_en_20042515,"Next was ""The Last King of Scotland"", which won an Oscar for",10.3004,5.6400,1.8262,,,,7.1336,3,40320,True,
common_voice_en_20048255-common_voice_en_20048258,It is the way to drink the locally produced fragrant jasmine,10.1421,5.4000,1.8781,,,,6.4513,3,40320,True,
common_voice_en_20048255-common_voice_en_20048259,Queen who were both fighting for control of the city.,10.0846,3.2800,3.0745,,,,5.9869,3,40320,True,
common_voice_en_20049071-common_voice_en_20049072,The club was named after the Catholic martyr Saint John Fish,10.3121,3.9200,2.6305,,,,5.5700,3,40320,True,
common_voice_en_20049071-common_voice_en_20049074,"Palmer switched political parties throughout his life, start",10.2987,4.9200,2.0932,,,,5.2260,3,40320,True,
common_voice_en_20065698-common_voice_en_20065701,Flood gates were erected and drainage systems improved.,10.2915,4.0800,2.5223,,,,4.7319,3,40320,True,
common_voice_en_20065698-common_voice_en_20065702,It is a developing area due to the initiation of various edu,10.4965,6.2800,1.6714,,,,4.4428,3,40320,True,
common_voice_en_20066900-common_voice_en_20066899,"In some cases, the entire subject has been dropped from the ",10.3822,5.5200,1.8808,,,,3.8677,3,40320,True,
common_voice_en_20066900-common_voice_en_20066901,Several indoor and street shots were also made in that local,10.4311,4.2800,2.4371,,,,3.5142,3,40320,True,
common_voice_en_20068182-common_voice_en_20068193,"Her works lean toward the tragic, within a hostile society o",10.3701,5.5600,1.8650,,,,3.0383,3,40320,True,
common_voice_en_20068182-common_voice_en_20068195,Her cousin is a former member of the House of Representative,10.1558,4.2400,2.3952,,,,2.4891,3,40320,True,
common_voice_en_20080005-common_voice_en_20080006,It is situated across the northeastern rim of the older and ,10.3150,6.9600,1.4820,,,,2.0298,3,40320,True,
common_voice_en_20089981-common_voice_en_20090015,The South American Plate is in motion.,2.5463,2.7200,0.9360,,,,1.4547,2,40320,True,
common_voice_en_20089981-common_voice_en_20150573,"He has dual American and Danish citizenship, since his fathe",9.6965,6.4400,1.5056,,,,1.1501,3,40320,True,
common_voice_en_20095636-common_voice_en_20095638,The automatic control system would be redesigned on future S,8.2232,5.2800,1.5574,,,,1.0091,3,40320,True,
common_voice_en_20177004-common_voice_en_20177032,Her farces were produced on New York and London stages.,8.0472,4.6000,1.7493,,,,0.8384,3,40320,True,
common_voice_en_20177004-common_voice_en_20177058,The album received many good reviews and entered the charts ,9.6004,6.0000,1.6000,,,,8.1046,3,40320,True,
common_voice_en_20190570-common_voice_en_20190568,The bridge is located just west of Commodore Park.,10.2708,4.5600,2.2523,,,,7.5806,3,40320,True,
common_voice_en_20190570-common_voice_en_20190572,"It is home to Mineral Area College, formerly known as Flat R",16.5590,8.2000,2.0193,,,,7.1739,4,40320,True,
common_voice_en_20214898-common_voice_en_20214899,"He writes a column at ""The Detroit News"".",7.6999,3.0400,2.5328,,,,6.5294,2,40320,True,
common_voice_en_20214898-common_voice_en_20214908,The community was also once home to two distilleries and a t,9.5794,4.6800,2.0468,,,,6.1989,3,40320,True,
common_voice_en_20232770-common_voice_en_20232772,He was also invited to play several dates with W. C. Handy's,9.5146,4.8800,1.9496,,,,5.7121,3,40320,True,
common_voice_en_20235009-common_voice_en_20235010,He painted there a history of Achilles.,9.3184,3.6800,2.5321,,,,5.2180,3,40320,True,
common_voice_en_20236234-common_voice_en_20236233,Octavian returned to Rome to administer the distribution of ,9.3872,4.2800,2.1932,,,,4.7573,3,40320,True,
common_voice_en_20236234-common_voice_en_20236236,The Festival is currently based out of New York City.,9.3388,3.1600,2.9552,,,,4.3550,3,40320,True,
common_voice_en_20252760-common_voice_en_20252762,These included apologetics on behalf of the Catholic Apostol,9.4564,5.6000,1.6886,,,,3.9410,3,40320,True,
common_voice_en_20252760-common_voice_en_20252766,There are three colour combinations that are used on several,13.5328,7.1600,1.8900,,,,3.6061,4,40320,True,
common_voice_en_20262152-common_voice_en_20262155,This form of legislation would not receive royal assent like,8.9463,5.1600,1.7337,,,,2.9874,3,40320,True,
common_voice_en_20266775-common_voice_en_20266781,Brim also had one child from her first marriage.,8.8903,3.3200,2.6777,,,,2.4617,3,40320,True,
common_voice_en_20273907-common_voice_en_20273911,Numerous ships were queried and boarded to verify their carg,8.5871,4.8400,1.7741,,,,1.6936,3,40320,True,
common_voice_en_20285294-common_voice_en_20285291,She was named for Secretary of the Navy Isaac Toucey.,8.8719,3.7200,2.3848,,,,1.4177,3,40320,True,
common_voice_en_20285294-common_voice_en_20285295,"He was at once a merchant, architect and builder.",8.6864,3.3600,2.5851,,,,1.0064,3,40320,True,
common_voice_en_20289354-common_voice_en_20289351,"In particular, the effect of quantum operations stays within",7.1184,5.6000,1.2711,,,,0.7927,3,40320,True,
common_voice_en_20289354-common_voice_en_20289353,Starring an older and young Bugs Bunny and Elmer Fudd.,7.3346,4.0400,1.8154,,,,0.7098,3,40320,True,
common_voice_en_20297680-common_voice_en_20297678,He couldn't win the match but did score a glorious try.,9.4111,3.6400,2.5854,,,,7.9570,3,40320,True,
common_voice_en_20297680-common_voice_en_20297682,The ice cream comes out of the French Pot ready to eat.,9.9273,3.5600,2.7885,,,,7.2663,3,40320,True,
common_voice_en_20303932-common_voice_en_20303930,Kaufman Lake is also a popular full day hiking destination.,10.0807,4.9600,2.0322,,,,6.8441,3,40320,True,
common_voice_en_20303932-common_voice_en_20303934,Byron was traditionally a rural area of dairy and vegetable ,10.1648,5.1600,1.9698,,,,6.5462,3,40320,True,
common_voice_en_20304148-common_voice_en_20304149,She was the wealthiest lady in Poland.,7.1512,2.9600,2.4159,,,,6.0166,2,40320,True,
common_voice_en_20304708-common_voice_en_20304710,"Africanus and his wife had seven children, but only one live",9.8195,5.2800,1.8597,,,,5.6631,3,40320,True,
common_voice_en_20317297-common_voice_en_20317298,The society of the day held that reward without labour was m,9.7123,4.0800,2.3804,,,,5.1306,3,40320,True,
common_voice_en_20317297-common_voice_en_20317300,The suburb is distinctly but unofficially split into the nor,9.7103,4.6800,2.0748,,,,4.6870,3,40320,True,
common_voice_en_20323109-common_voice_en_20323110,The Spaniards chiefly purchased the slaves from the Portugue,9.5942,6.0000,1.5990,,,,4.2165,3,40320,True,
common_voice_en_203357-common_voice_en_203358,Some of the grey ash was falling off the circular edge.,9.4602,3.5200,2.6875,,,,3.7516,3,40320,True,
common_voice_en_203357-common_voice_en_203359,The thing itself was almost entirely buried in sand.,9.3611,4.5200,2.0710,,,,3.1908,3,40320,True,
common_voice_en_20337838-common_voice_en_20337841,A few languages such as Haskell implement them as linked lis,9.2325,5.2800,1.7485,,,,2.7263,3,40320,True,
common_voice_en_20337838-common_voice_en_20337842,"This species, like many of the others in this family, resemb",9.3476,5.6000,1.6692,,,,2.3607,3,40320,True,
common_voice_en_20342901-common_voice_en_20342897,A number of works have been inspired to explore Fritz and Cl,9.2457,6.9600,1.3283,,,,1.8198,3,40320,True,
common_voice_en_20410042-common_voice_en_20410055,New World China Land Limited is wholly owned by the Group.,9.2113,3.6400,2.5305,,,,1.2650,3,40320,True,
common_voice_en_20451876-common_voice_en_20451880,He did not live to complete the development of his system.,9.4977,3.3600,2.8266,,,,0.9610,3,40320,True,
common_voice_en_20461046-common_voice_en_20461051,A list of the mythical founders of Germanic peoples follows.,8.2215,4.1600,1.9762,,,,0.9402,3,40320,True,
common_voice_en_20522396-common_voice_en_20522395,"McDonald was raised in Fresno, California, the elder of two ",8.6781,7.1200,1.2188,,,,0.9674,4,40320,True,
common_voice_en_20522396-common_voice_en_20522398,The hyperbolic functions take a real argument called a hyper,11.3856,6.9200,1.6453,,,,8.3914,3,40320,True,
common_voice_en_20531306-common_voice_en_20531308,His alleged code name in Soviet intelligence and in the Veno,17.8960,7.8000,2.2943,,,,7.8154,4,40320,True,
common_voice_en_20531306-common_voice_en_20531309,"Presley, however, was terrified by this level of success and",11.2028,5.2000,2.1543,,,,7.4339,3,40320,True,
common_voice_en_20535791-common_voice_en_20535795,"The result is usually comic, surreal and somewhat nonsensica",11.0723,4.4000,2.5163,,,,6.8954,3,40320,True,
common_voice_en_205647-common_voice_en_205648,The doctor cried after his birth.,7.7041,2.4400,3.1573,,,,6.4702,2,40320,True,
common_voice_en_205647-common_voice_en_205649,Don't take any chances.,7.5152,2.1600,3.4791,,,,6.0291,2,40320,True,
common_voice_en_20583510-common_voice_en_20583509,"He has also worked as a teacher, lecturer, critic and broadc",10.1677,5.7200,1.7775,,,,5.6748,3,40320,True,
common_voice_en_20583510-common_voice_en_20583514,This new material had stronger alloys in the iron.,10.3933,4.0800,2.5473,,,,5.3439,3,40320,True,
common_voice_en_20617-common_voice_en_20618,"But as he saw them lying there on the ground, another phrase",10.2614,5.8800,1.7451,,,,4.8821,3,40320,True,
common_voice_en_20617-common_voice_en_20619,"It means only that the heart does what it can, the alchemist",10.3853,4.2800,2.4264,,,,4.5452,3,40320,True,
common_voice_en_20640019-common_voice_en_20640018,The mass of the crowd had already passed.,6.0238,2.6800,2.2476,,,,4.0645,2,40320,True,
common_voice_en_20640019-common_voice_en_20640020,According to recent government statements Islamic terrorism ,9.8098,6.0000,1.6349,,,,3.6254,3,40320,True,
common_voice_en_20660224-common_voice_en_20660226,The other permitted the cultivation and possession of two po,9.7919,6.3600,1.5395,,,,3.1051,3,40320,True,
common_voice_en_20660224-common_voice_en_20660228,He contributed donations to the new Birmingham University fo,9.4283,6.4400,1.4640,,,,2.2751,3,40320,True,
common_voice_en_20661858-common_voice_en_20661860,Now I have to isolate myself for long periods.,9.2812,5.6400,1.6455,,,,1.6980,3,40320,True,
common_voice_en_20661858-common_voice_en_20661861,"The world, as the manifestation of eternal order, must itsel",11.3416,7.3600,1.5409,,,,1.1621,4,40320,True,
common_voice_en_20688082-common_voice_en_20688081,"Following the group's split, Nash has stayed out of the publ",7.1979,4.4000,1.6358,,,,1.1414,3,40320,True,
common_voice_en_20688082-common_voice_en_20688083,He came upon her suddenly in one of these recesses.,7.2776,3.4000,2.1404,,,,0.8886,3,40320,True,
common_voice_en_20718170-common_voice_en_20718169,Similar websites exist for comments overheard in a variety o,7.5250,4.6400,1.6217,,,,0.7448,3,40320,True,
common_voice_en_2072999-common_voice_en_2073000,Two physicists pondered their revised quantum field theory t,9.7895,4.3600,2.2452,,,,8.2258,3,40320,True,
common_voice_en_2072999-common_voice_en_2324746,Darth Vader could barely breathe under his mask.,10.3484,3.4800,2.9736,,,,7.4510,3,40320,True,
common_voice_en_20735803-common_voice_en_20735805,I am going because I was ordered to.,10.4292,3.7200,2.8035,,,,7.0430,3,40320,True,
common_voice_en_20735803-common_voice_en_20735807,"The battle was of medium term significance, consolidating Ro",10.4429,6.4800,1.6115,,,,6.7260,3,40320,True,
common_voice_en_20791113-common_voice_en_20791116,The two quickly covered the table with a towel when they not,10.3259,5.3600,1.9264,,,,6.1695,3,40320,True,
common_voice_en_20791113-common_voice_en_20791117,"He was educated at Wellington College, Berkshire.",10.3989,3.9200,2.6527,,,,5.8397,3,40320,True,
common_voice_en_20791578-common_voice_en_20791579,During that cruise Princess Cruises marked the first ever ca,10.4305,6.5600,1.5899,,,,5.3790,3,40320,True,
common_voice_en_20791578-common_voice_en_20791581,The pilot was then re-shot with the different actors and air,10.4677,3.7600,2.7839,,,,5.0361,3,40320,True,
common_voice_en_20791751-common_voice_en_20791750,The top four finishers in the men's race were Kenyan.,10.5700,3.4000,3.1087,,,,4.5338,3,40320,True,
common_voice_en_20791751-common_voice_en_20791752,The reflex system was based on a spinning mirror shutter.,10.5009,3.4800,3.0174,,,,4.0674,3,40320,True,
common_voice_en_20798109-common_voice_en_20798113,"A combination of rock, punk and pop music, this album made t",10.5417,5.2400,2.0117,,,,3.6374,3,40320,True,
common_voice_en_20806032-common_voice_en_20806033,"These two agencies co-operate in aspects of law enforcement,",10.2407,5.6800,1.8029,,,,2.7904,3,40320,True,
common_voice_en_20812017-common_voice_en_20812019,"Howe remarked, She was often exasperated by my tenaciously q",10.2770,6.6800,1.5384,,,,2.4580,3,40320,True,
common_voice_en_20812017-common_voice_en_20812020,The Council is responsible for carrying out both foreign and,10.1260,5.8400,1.7338,,,,1.7368,3,40320,True,
common_voice_en_20834082-common_voice_en_20834083,These batteries were manufactured by Sony.,2.2810,2.9200,0.7811,,,,1.1436,2,40320,True,
common_voice_en_20872043-common_voice_en_20872044,An example of an early user group is the Apple User Group Co,9.5709,3.8800,2.4666,,,,1.0451,3,40320,True,
common_voice_en_20872043-common_voice_en_20872046,Residents near the river downstream from the slip were evacu,8.1879,3.7200,2.2009,,,,0.7627,3,40320,True,
common_voice_en_20872478-common_voice_en_20872479,"Data according to Statistics Iceland, which collects the off",8.5661,7.4800,1.1451,,,,0.8407,4,40320,True,
common_voice_en_20872478-common_voice_en_20872481,Other researchers repeated the experiment with greater accur,10.6538,4.7200,2.2571,,,,8.0443,3,40320,True,
common_voice_en_20888046-common_voice_en_20888048,"Fox won her next seven fights in a row, with two knockouts.",10.5634,3.9600,2.6674,,,,7.5574,3,40320,True,
common_voice_en_20888046-common_voice_en_20888051,It is the most popular form of transportation in this commun,10.7979,3.4000,3.1758,,,,7.2274,3,40320,True,
common_voice_en_20905661-common_voice_en_20905660,"Vincent finds Dalton and slashes Wade's face with a machete,",10.9931,4.2400,2.5926,,,,6.7880,3,40320,True,
common_voice_en_20905661-common_voice_en_20905662,He has since been a member of the Committee on Foreign Affai,7.5498,2.6400,2.8596,,,,6.3851,2,40320,True,
common_voice_en_20907200-common_voice_en_20907214,Assume that a star radiates a continuous light spectrum up t,11.0756,7.0400,1.5732,,,,5.8928,3,40320,True,
common_voice_en_20907200-common_voice_en_20907217,It is also commonly used in informal and business spoken con,11.1077,6.0800,1.8268,,,,5.5112,3,40320,True,
common_voice_en_20918607-common_voice_en_20918611,There is a white patch on the wings.,6.4699,2.5600,2.5272,,,,4.9065,2,40320,True,
common_voice_en_209233-common_voice_en_209236,"Continue in the direction of the Pyramids, said the alchemis",10.6303,5.8400,1.8202,,,,4.5093,3,40320,True,
common_voice_en_209233-common_voice_en_209237,"Toward the end of the afternoon, they came upon a Coptic mon",10.5558,5.0000,2.1111,,,,4.0384,3,40320,True,
common_voice_en_20933101-common_voice_en_20933102,To have darshan one has to swim to the temple.,10.6714,4.6000,2.3198,,,,3.4924,3,40320,True,
common_voice_en_20933101-common_voice_en_20933104,"The film was loosely based on ""The Dragon Knight"" by Gordon ",10.6006,5.9200,1.7906,,,,3.1238,3,40320,True,
common_voice_en_20938865-common_voice_en_20938864,The Dipolieia survived at least to the time of the Roman Emp,10.6382,3.8800,2.7417,,,,2.5535,3,40320,True,
common_voice_en_20938865-common_voice_en_20938866,She repealed all her brother's religious laws and imprisoned,10.6091,5.8400,1.8166,,,,2.1745,3,40320,True,
common_voice_en_20972789-common_voice_en_20972791,She then moved to New York City for overhaul.,10.6148,3.3600,3.1591,,,,1.6170,3,40320,True,
common_voice_en_20972789-common_voice_en_20972792,He logged the first three triples of his career.,10.5528,4.2000,2.5125,,,,1.0755,3,40320,True,
common_voice_en_21059484-common_voice_en_21059406,The area is famous for its plentiful peach blossoms and natu,8.8711,5.0400,1.7600,,,,0.9248,3,40320,True,
common_voice_en_21059484-common_voice_en_21059485,As he stated; 'I have lost two sisters and you offer me twen,9.0863,4.4400,2.0464,,,,0.7892,3,40320,True,
common_voice_en_21106663-common_voice_en_21106664,A pond has a population of the nationally uncommon warty new,12.8618,4.6400,2.7719,,,,8.8945,3,40320,True,
common_voice_en_21129372-common_voice_en_21129375,What kind of avatar should I need to come with?,9.6082,2.9200,3.2904,,,,8.4963,2,40320,True,
common_voice_en_21129372-common_voice_en_21129377,"These include various sports events including soccer, basket",12.7013,6.6000,1.9244,,,,7.9310,3,40320,True,
common_voice_en_21139160-common_voice_en_21139162,It is believed to feed on insect larvae and termites.,12.6504,3.4800,3.6351,,,,7.2963,3,40320,True,
common_voice_en_21184954-common_voice_en_21184958,Early residents of the village were French Canadians and Men,12.0266,4.4000,2.7332,,,,6.3194,3,40320,True,
common_voice_en_21184954-common_voice_en_21184959,"Legislation provides for transfer of interest, dividends, an",12.0744,4.3200,2.7949,,,,5.9059,3,40320,True,
common_voice_en_21291499-common_voice_en_21291501,The stinger screws into the water main pipe and is held ther,12.0703,3.9200,3.0791,,,,5.3812,3,40320,True,
common_voice_en_21293493-common_voice_en_21293494,"His heart has been affected by his anxiety, and he has anoth",11.9336,5.4000,2.2099,,,,4.9848,3,40320,True,
common_voice_en_21314759-common_voice_en_21314758,Malta has three large natural harbours on its main island.,11.9799,4.1600,2.8797,,,,4.3233,3,40320,True,
common_voice_en_21319256-common_voice_en_21319257,"Louis' famous response: He can run, but he can't hide.",12.2891,4.3600,2.8185,,,,4.0253,3,40320,True,
common_voice_en_21345624-common_voice_en_21345625,Raspberry fruit may protect the liver.,5.1478,2.2400,2.2980,,,,3.4184,2,40320,True,
common_voice_en_21345624-common_voice_en_21345626,"The last lineage diversified rapidly, and became the ancesto",11.7264,6.8800,1.7044,,,,3.0676,3,40320,True,
common_voice_en_21352017-common_voice_en_21352021,"Roy is bilingual, and can speak English and French.",11.6875,4.5600,2.5630,,,,2.5045,3,40320,True,
common_voice_en_21370640-common_voice_en_21370642,Arguably there are also benefits due to lubrication and cool,11.2969,5.2000,2.1724,,,,1.7664,3,40320,True,
common_voice_en_21444162-common_voice_en_21444161,It is operated by the New York City Department of Parks and ,11.4530,4.4000,2.6029,,,,1.4686,3,40320,True,
common_voice_en_21444162-common_voice_en_21444163,Images of the pre-rendered cinematics also began to appear a,11.1639,6.3600,1.7553,,,,1.0953,3,40320,True,
common_voice_en_21499767-common_voice_en_21499784,"The crown is conical, becoming a narrow rounded dome with ag",54.9721,55.0000,0.9994,,,,1.3942,15,40320,True,
common_voice_en_21499767-common_voice_en_21499786,"Marriott was an energetic worker and rarely rested, preferri",9.5739,5.4400,1.7598,,,,1.4990,3,40320,True,
common_voice_en_21504874-common_voice_en_21504872,Ecological thinning is a variant of this being studied for u,10.8707,4.9200,2.2094,,,,8.5120,3,40320,True,
common_voice_en_21504874-common_voice_en_21504873,"Maze systems provide users many choices; however, some users",10.4566,6.0400,1.7311,,,,7.7089,3,40320,True,
common_voice_en_21534516-common_voice_en_21534520,"A number of choirs, bands and sporting clubs are also presen",10.6593,3.7600,2.8348,,,,7.1251,3,40320,True,
common_voice_en_21538043-common_voice_en_21538044,"The first issue, titled ?",7.6659,2.4400,3.1417,,,,6.7709,2,40320,True,
common_voice_en_21538043-common_voice_en_21538045,Covedale is located about six miles west of downtown Cincinn,10.3582,5.8400,1.7736,,,,6.3104,3,40320,True,
common_voice_en_21551805-common_voice_en_21551806,Most people wouldn't have understood the Coral at that point,10.1102,6.2400,1.6202,,,,5.7899,3,40320,True,
common_voice_en_21555451-common_voice_en_21555449,"That year, it built a distribution center for a large intern",10.4276,6.0000,1.7379,,,,5.5302,3,40320,True,
common_voice_en_21555451-common_voice_en_21555450,"Gilchrist House, located near Cordova, is listed on the Nati",15.3005,7.4400,2.0565,,,,4.8223,4,40320,True,
common_voice_en_21555942-common_voice_en_21555944,They also used real French in the scenes of Bart in France.,10.0486,4.6400,2.1656,,,,4.2152,3,40320,True,
common_voice_en_21555942-common_voice_en_21555950,"They defend themselves if they feel threatened, but otherwis",9.9856,5.5600,1.7959,,,,3.8193,3,40320,True,
common_voice_en_21589881-common_voice_en_21589882,"At one point, he became the largest shareholder in Columbia ",9.9603,3.8000,2.6211,,,,3.2956,3,40320,True,
common_voice_en_21589881-common_voice_en_21589886,The language from which the lexicon is derived is called the,9.9499,4.0000,2.4874,,,,2.9482,3,40320,True,
common_voice_en_21619912-common_voice_en_21619910,"His son is ""underground"" publisher Adam Parfrey.",3.8311,3.0800,1.2438,,,,2.4940,2,40320,True,
common_voice_en_21619912-common_voice_en_21634642,He had been acting president since his father became ill pri,9.6992,4.7600,2.0376,,,,2.1690,3,40320,True,
common_voice_en_21620052-common_voice_en_21620053,At least five species of reptiles have been recorded for the,9.0688,4.2800,2.1188,,,,1.1753,3,40320,True,
common_voice_en_21620052-common_voice_en_21620054,"Study days, workshops and lectures are held frequently.",8.6197,4.0800,2.1126,,,,1.2246,3,40320,True,
common_voice_en_21621452-common_voice_en_21621454,These sizes could vary from one specimen to another.,8.6399,3.7200,2.3225,,,,0.7803,3,40320,True,
common_voice_en_21621452-common_voice_en_21621455,It is named after Edward Singleton Holden.,6.3377,2.9600,2.1410,,,,0.6963,2,40320,True,
common_voice_en_21653057-common_voice_en_21653072,The station is owned by the Hearst Television subsidiary of ,11.1230,5.9600,1.8662,,,,8.8012,3,40320,True,
common_voice_en_21653057-common_voice_en_21653087,Nicholas Nixon extensively documented issues surrounded by A,10.6860,5.6000,1.9081,,,,8.0145,3,40320,True,
common_voice_en_21658335-common_voice_en_21658337,"A map shows where Emeralda is located, and Bernardo is looki",10.8457,6.9200,1.5672,,,,7.5001,3,40320,True,
common_voice_en_21658335-common_voice_en_21658338,This occurs often with names of people newly introduced to.,10.9310,4.6400,2.3557,,,,7.2275,3,40320,True,
common_voice_en_21659259-common_voice_en_21659260,"It now has five chapters: Butterfield Trail, Magazine Mounta",16.5834,9.4000,1.7641,,,,6.6497,4,40320,True,
common_voice_en_21722249-common_voice_en_21722261,"Criticism centered on swing states such as Kentucky, Tenness",10.1801,6.3200,1.6107,,,,5.7142,3,40320,True,
common_voice_en_21722249-common_voice_en_21722264,The remainder of the money went towards supporting his five ,10.1436,4.2000,2.4151,,,,5.3806,3,40320,True,
common_voice_en_21742650-common_voice_en_21742652,Their traditional occupation was weaving.,10.1166,3.9600,2.5546,,,,4.8827,3,40320,True,
common_voice_en_21742650-common_voice_en_21742653,"In New Hampshire, the governor has no term limit of any kind",10.1182,5.6000,1.8068,,,,4.5458,3,40320,True,
common_voice_en_21762342-common_voice_en_21762343,Houston's recording industry had become the center of Texas ,10.0948,4.7600,2.1207,,,,4.0172,3,40320,True,
common_voice_en_21777264-common_voice_en_21777262,Its county seats are Manchester and Nashua.,4.5135,3.0800,1.4653,,,,3.6545,2,40320,True,
common_voice_en_21777264-common_voice_en_21777266,"However, the Vanguard models are competitively priced with o",9.2204,4.8800,1.8894,,,,2.8540,3,40320,True,
common_voice_en_21802531-common_voice_en_21802534,She learned that there was a talent search underway in Tokyo,8.9991,3.3600,2.6782,,,,2.0358,3,40320,True,
common_voice_en_21802531-common_voice_en_21802562,It was heavily marketed to Iran but ultimately was not expor,9.0511,4.7200,1.9175,,,,1.5712,3,40320,True,
common_voice_en_21851751-common_voice_en_21851745,"The final leg of the flight brought them to Warsaw, Poland.",8.9058,3.4400,2.5888,,,,1.0714,3,40320,True,
common_voice_en_21851751-common_voice_en_21851747,These two methods allow moisture to penetrate the tough oute,7.8721,5.7200,1.3762,,,,0.8529,3,40320,True,
common_voice_en_21851999-common_voice_en_21851998,The medal is made of solid gold and is inscribed with the re,7.2070,4.4400,1.6231,,,,0.7751,3,40320,True,
common_voice_en_21851999-common_voice_en_21852000,His literary career falls into two distinct sections.,9.8860,3.4000,2.9075,,,,8.6112,3,40320,True,
common_voice_en_21869715-common_voice_en_21869717,Compressed Natural Gas is a domestic energy produced in West,9.5190,5.2400,1.8165,,,,7.9370,3,40320,True,
common_voice_en_21869715-common_voice_en_21869718,"Producer Arlene Sherman has called Bert ""everyone's idea of ",9.7087,5.4000,1.7978,,,,7.5789,3,40320,True,
common_voice_en_21877403-common_voice_en_21877404,The Hollywood Stock Exchange is considered a good example of,9.9815,4.9600,2.0123,,,,6.8166,3,40320,True,
common_voice_en_21877403-common_voice_en_21877406,"She leaves abruptly during the meeting, and is never seen ag",10.2060,3.6800,2.7733,,,,6.5202,3,40320,True,
common_voice_en_22364189-common_voice_en_22364186,"As research continued, the protective effect of fluoride aga",10.0908,5.4000,1.8686,,,,6.0482,3,40320,True,
common_voice_en_22364189-common_voice_en_22364187,"They can share their visualizations, then check their level ",10.3453,5.0800,2.0364,,,,5.7102,3,40320,True,
